Pixels, Value
91,4, 0,117820555013987
91,5, 0,117820555013987
91,6, 0,117820555013987
91,7, 0,117820555013987
91,8, 0,117820555013987
91,9, 0,117820555013987
92, 0,117820555013987
92,1, 0,117820555013987
92,2, 0,117820555013987
92,3, 0,117820555013987
92,4, 0,133441133890962
92,5, 0,133441133890962
92,6, 0,133441133890962
92,7, 0,133441133890962
92,8, 0,133441133890962
92,9, 0,133441133890962
93, 0,133441133890962
93,1, 0,133441133890962
93,2, 0,133441133890962
93,3, 0,133441133890962
93,4, 0,133441133890962
93,5, 0,133441133890962
93,6, 0,143656406586672
93,7, 0,143656406586672
93,8, 0,143656406586672
93,9, 0,143656406586672
94, 0,143656406586672
94,1, 0,161686693638861
94,2, 0,161686693638861
94,3, 0,161686693638861
94,4, 0,161686693638861
94,5, 0,161686693638861
94,6, 0,161686693638861
94,7, 0,161686693638861
94,8, 0,161686693638861
94,9, 0,17496371319249
95, 0,17496371319249
95,1, 0,17496371319249
95,2, 0,17496371319249
95,3, 0,17496371319249
95,4, 0,17496371319249
95,5, 0,17496371319249
95,6, 0,17496371319249
95,7, 0,193145197620379
95,8, 0,193145197620379
95,9, 0,193145197620379
96, 0,193145197620379
96,1, 0,198427655933887
96,2, 0,198427655933887
96,3, 0,198427655933887
96,4, 0,198427655933887
96,5, 0,198427655933887
96,6, 0,198427655933887
96,7, 0,198427655933887
96,8, 0,198427655933887
96,9, 0,198427655933887
97, 0,198427655933887
97,1, 0,198427655933887
97,2, 0,198427655933887
97,3, 0,198427655933887
97,4, 0,222090045230889
97,5, 0,222090045230889
97,6, 0,222090045230889
97,7, 0,222090045230889
97,8, 0,222090045230889
97,9, 0,222090045230889
98, 0,222090045230889
98,1, 0,222090045230889
98,2, 0,222090045230889
98,3, 0,222090045230889
98,4, 0,222090045230889
98,5, 0,222090045230889
98,6, 0,22777884649159
98,7, 0,22777884649159
98,8, 0,22777884649159
98,9, 0,22777884649159
99, 0,227051209121035
99,1, 0,227051209121035
99,2, 0,227051209121035
99,3, 0,227051209121035
99,4, 0,227051209121035
99,5, 0,227051209121035
99,6, 0,227051209121035
99,7, 0,227051209121035
99,8, 0,227051209121035
99,9, 0,232012373011182
100, 0,232012373011182
100,1, 0,232012373011182
100,2, 0,232012373011182
100,3, 0,232012373011182
100,4, 0,232012373011182
100,5, 0,232012373011182
100,6, 0,232012373011182
100,7, 0,239770688351772
100,8, 0,239770688351772
100,9, 0,239770688351772
101, 0,239770688351772
101,1, 0,239770688351772
101,2, 0,256232302631076
101,3, 0,256232302631076
101,4, 0,256232302631076
101,5, 0,256232302631076
101,6, 0,256232302631076
101,7, 0,256232302631076
101,8, 0,256232302631076
101,9, 0,256232302631076
102, 0,256232302631076
102,1, 0,256232302631076
102,2, 0,256232302631076
102,3, 0,273270356905236
102,4, 0,305352550061515
102,5, 0,305352550061515
102,6, 0,305352550061515
102,7, 0,305352550061515
102,8, 0,305352550061515
102,9, 0,305352550061515
103, 0,305352550061515
103,1, 0,305352550061515
103,2, 0,305352550061515
103,3, 0,305352550061515
103,4, 0,305352550061515
103,5, 0,305352550061515
103,6, 0,305352550061515
103,7, 0,31560562210115
103,8, 0,31560562210115
103,9, 0,31560562210115
104, 0,300523683875106
104,1, 0,300523683875106
104,2, 0,300523683875106
104,3, 0,300523683875106
104,4, 0,300523683875106
104,5, 0,300523683875106
104,6, 0,300523683875106
104,7, 0,300523683875106
104,8, 0,300523683875106
104,9, 0,304133521219936
105, 0,304133521219936
105,1, 0,304133521219936
105,2, 0,304133521219936
105,3, 0,304133521219936
105,4, 0,304133521219936
105,5, 0,304133521219936
105,6, 0,304133521219936
105,7, 0,307705559220841
105,8, 0,307705559220841
105,9, 0,307705559220841
106, 0,307705559220841
106,1, 0,307705559220841
