Pixels, Value
41,9, 0,0155804682352764
42, 0,0182213859981209
42,1, 0,0160726822986022
42,2, 0,0160726822986022
42,3, 0,0160726822986022
42,4, 0,0160726822986022
42,5, 0,0160726822986022
42,6, 0,0160726822986022
42,7, 0,0160726822986022
42,8, 0,0160726822986022
42,9, 0,0160726822986022
43, 0,0160726822986022
43,1, 0,0160726822986022
43,2, 0,0160726822986022
43,3, 0,0160726822986022
43,4, 0,0145960401086246
43,5, 0,0201902422514243
43,6, 0,0201902422514243
43,7, 0,0201902422514243
43,8, 0,0201902422514243
43,9, 0,0201902422514243
44, 0,0201902422514243
44,1, 0,0201902422514243
44,2, 0,0201902422514243
44,3, 0,0201902422514243
44,4, 0,0201902422514243
44,5, 0,0201902422514243
44,6, 0,0201902422514243
44,7, 0,0201902422514243
44,8, 0,0179847446215219
44,9, 0,0179847446215219
45, 0,0179847446215219
45,1, 0,0275450562361204
45,2, 0,0275450562361204
45,3, 0,0275450562361204
45,4, 0,0275450562361204
45,5, 0,0275450562361204
45,6, 0,0275450562361204
45,7, 0,0275450562361204
45,8, 0,0275450562361204
45,9, 0,0275450562361204
46, 0,0275450562361204
46,1, 0,0306876537173548
46,2, 0,0306876537173548
46,3, 0,0306876537173548
46,4, 0,0306876537173548
46,5, 0,0306876537173548
46,6, 0,0315206313629831
46,7, 0,0315206313629831
46,8, 0,0315206313629831
46,9, 0,0315206313629831
47, 0,0315206313629831
47,1, 0,0315206313629831
47,2, 0,0315206313629831
47,3, 0,0315206313629831
47,4, 0,0340384956099962
47,5, 0,0340384956099962
47,6, 0,0340384956099962
47,7, 0,0340384956099962
47,8, 0,0340384956099962
47,9, 0,0340384956099962
48, 0,0340384956099962
48,1, 0,0264281089385733
48,2, 0,0264281089385733
48,3, 0,0264281089385733
48,4, 0,0264281089385733
48,5, 0,0264281089385733
48,6, 0,0264281089385733
48,7, 0,0264281089385733
48,8, 0,0277438349924635
48,9, 0,0277438349924635
49, 0,0277438349924635
49,1, 0,0277438349924635
49,2, 0,0277438349924635
49,3, 0,0277438349924635
49,4, 0,0277438349924635
49,5, 0,0277438349924635
49,6, 0,0223957398813268
49,7, 0,0223957398813268
49,8, 0,0223957398813268
49,9, 0,0223957398813268
50, 0,0223957398813268
50,1, 0,00982534995638934
50,2, 0,00982534995638934
50,3, 0,00982534995638934
50,4, 0,00982534995638934
50,5, 0,00982534995638934
50,6, 0,00982534995638934
50,7, 0,00982534995638934
50,8, 0,00982534995638934
50,9, 0,00982534995638934
51, 0,00982534995638934
51,1, 0,0105258084311223
51,2, 0,0105258084311223
51,3, 0,0105258084311223
51,4, 0,0103175640197152
51,5, 0,0103175640197152
51,6, 0,0103175640197152
51,7, 0,0103175640197152
51,8, 0,0103175640197152
51,9, 0,0103175640197152
52, 0,0103175640197152
52,1, 0,0103175640197152
52,2, 0,0103175640197152
52,3, 0,0103175640197152
52,4, 0,0103175640197152
52,5, 0,0103175640197152
52,6, 0,0151545137573982
52,7, 0,0151545137573982
52,8, 0,0259737574955032
52,9, 0,0259737574955032
53, 0,0259737574955032
53,1, 0,0259737574955032
53,2, 0,0259737574955032
53,3, 0,0259737574955032
53,4, 0,0259737574955032
53,5, 0,0259737574955032
53,6, 0,0259737574955032
53,7, 0,0259737574955032
53,8, 0,0259737574955032
53,9, 0,0259737574955032
54, 0,0259737574955032
54,1, 0,0334516249960308
54,2, 0,0334516249960308
54,3, 0,0334516249960308
54,4, 0,0334516249960308
54,5, 0,0334516249960308
54,6, 0,0334516249960308
54,7, 0,0334516249960308
54,8, 0,0334516249960308
54,9, 0,0334516249960308
55, 0,0334516249960308
55,1, 0,0334516249960308
55,2, 0,0334516249960308
55,3, 0,0334516249960308
55,4, 0,0334516249960308
55,5, 0,0293151337330807
55,6, 0,026948719967091
55,7, 0,026948719967091
55,8, 0,026948719967091
55,9, 0,026948719967091
56, 0,026948719967091
56,1, 0,026948719967091
56,2, 0,026948719967091
56,3, 0,026948719967091
56,4, 0,026948719967091
56,5, 0,026948719967091
56,6, 0,026948719967091
56,7, 0,026948719967091
56,8, 0,0208055098305817
56,9, 0,0208055098305817
57, 0,0208055098305817
57,1, 0,0249514667485957
57,2, 0,0249514667485957
57,3, 0,0249514667485957
57,4, 0,0249514667485957
57,5, 0,0249514667485957
57,6, 0,0249514667485957
57,7, 0,0249514667485957
57,8, 0,0249514667485957
57,9, 0,0249514667485957
58, 0,0249514667485957
58,1, 0,0254531464669855
58,2, 0,0254531464669855
58,3, 0,0254531464669855
58,4, 0,0254531464669855
58,5, 0,0254531464669855
58,6, 0,0286904004988594
58,7, 0,0286904004988594
58,8, 0,0286904004988594
58,9, 0,0286904004988594
59, 0,0286904004988594
59,1, 0,0286904004988594
59,2, 0,0286904004988594
59,3, 0,0286904004988594
59,4, 0,0286904004988594
59,5, 0,0366794133728407
59,6, 0,0366794133728407
59,7, 0,0366794133728407
59,8, 0,0366794133728407
59,9, 0,0366794133728407
60, 0,0366794133728407
60,1, 0,0379004828760914
60,2, 0,0379004828760914
60,3, 0,0379004828760914
60,4, 0,0379004828760914
60,5, 0,0379004828760914
60,6, 0,0379004828760914
60,7, 0,0379004828760914
60,8, 0,0417340731769948
60,9, 0,0417340731769948
61, 0,0417340731769948
61,1, 0,0417340731769948
61,2, 0,0417340731769948
61,3, 0,0417340731769948
61,4, 0,0417340731769948
61,5, 0,0417340731769948
61,6, 0,034085823885316
61,7, 0,034085823885316
61,8, 0,034085823885316
61,9, 0,034085823885316
62, 0,034085823885316
62,1, 0,0274787966506727
62,2, 0,0274787966506727
62,3, 0,0274787966506727
62,4, 0,0274787966506727
62,5, 0,0274787966506727
62,6, 0,0274787966506727
62,7, 0,0274787966506727
62,8, 0,0274787966506727
62,9, 0,0274787966506727
63, 0,0274787966506727
63,1, 0,0227649004288212
63,2, 0,0227649004288212
63,3, 0,0227649004288212
63,4, 0,0227649004288212
63,5, 0,0168772629790387
63,6, 0,0168772629790387
63,7, 0,0168772629790387
63,8, 0,0168772629790387
63,9, 0,0168772629790387
64, 0,0168772629790387
64,1, 0,0168772629790387
64,2, 0,0168772629790387
64,3, 0,0168772629790387
64,4, 0,0168772629790387
64,5, 0,0168772629790387
64,6, 0,0168772629790387
64,7, 0,0235978780744495
64,8, 0,0269013916917712
64,9, 0,0269013916917712
65, 0,0269013916917712
65,1, 0,0269013916917712
65,2, 0,0269013916917712
65,3, 0,0269013916917712
65,4, 0,0269013916917712
65,5, 0,0269013916917712
65,6, 0,0269013916917712
65,7, 0,0269013916917712
65,8, 0,0269013916917712
65,9, 0,0269013916917712
66, 0,0269013916917712
66,1, 0,0294192559387843
66,2, 0,0447062888670779
66,3, 0,0447062888670779
66,4, 0,0447062888670779
66,5, 0,0447062888670779
66,6, 0,0447062888670779
66,7, 0,0447062888670779
66,8, 0,0447062888670779
66,9, 0,0447062888670779
67, 0,0447062888670779
67,1, 0,0447062888670779
